freq_min_hz,freq_max_hz,centre_frequency_hz,records,events,stations,rank,residual_std,site_amplification_applied,site_amplification_column,residual_station_terms_fit,log_amplitude_column,attenuation_B_per_m,attenuation_B_per_km,attenuation_B_std_per_m,attenuation_B_std_per_km,beta_for_Q_m_s,frequency_for_Q_hz,Q,bootstrap_central_interval_percent,attenuation_B_bootstrap_lower_per_m,attenuation_B_bootstrap_upper_per_m,attenuation_B_bootstrap_half_width_per_m,attenuation_B_bootstrap_lower_per_km,attenuation_B_bootstrap_upper_per_km,attenuation_B_bootstrap_half_width_per_km
1.0,10.0,3.1622776601683795,2167,181,14,195,0.25309610768708535,True,site_amplification,True,log_amplitude_site_corrected,2.192959210367551e-05,0.02192959210367551,1.9321909798544301e-07,0.000193219097985443,3500.0,3.7,151.44432318183834,68.0,2.0305492093317666e-05,2.3675802864002727e-05,1.6851553853425306e-06,0.020305492093317667,0.023675802864002726,0.0016851553853425307
