event_id,origintime,event_magnitude,event_azimuth_from_crater_deg,event_distance_from_crater_km,network,station,location,channel,latitude,longitude,hypocentral_distance_km,epicentral_distance_km,p_guide_s,s_guide_s,coda_start_s,frequency_min_hz,frequency_max_hz,frequency_band,window_index,window_start_s,window_end_s,noise_rms,coda_rms,snr,passes_snr
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,NGZ,10,HHZ,-39.175583868,175.601172722,156.32584360636457,156.15809193452338,26.054307267727427,44.66452674467559,89.32905348935118,1.0,10.0,1-10Hz,1,94.32905348935118,104.32905348935118,1.8338884151951832e-07,3.1760470915026882e-06,17.318649625498928,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,NGZ,10,HHZ,-39.175583868,175.601172722,156.32584360636457,156.15809193452338,26.054307267727427,44.66452674467559,89.32905348935118,1.0,10.0,1-10Hz,2,99.32905348935118,109.32905348935118,1.8338884151951832e-07,2.354234405801167e-06,12.837391775282045,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,WTVZ,10,HHZ,-39.115252619,175.589692806,162.90290045254886,162.74192844268052,27.150483408758145,46.543685843585386,93.08737168717077,1.0,10.0,1-10Hz,0,93.08737168717077,103.08737168717077,9.21627166643205e-08,2.174229212413464e-06,23.591201421856375,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,WTVZ,10,HHZ,-39.115252619,175.589692806,162.90290045254886,162.74192844268052,27.150483408758145,46.543685843585386,93.08737168717077,1.0,10.0,1-10Hz,1,98.08737168717077,108.08737168717077,9.21627166643205e-08,1.875160233952499e-06,20.346190974190772,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,WTVZ,10,HHZ,-39.115252619,175.589692806,162.90290045254886,162.74192844268052,27.150483408758145,46.543685843585386,93.08737168717077,1.0,10.0,1-10Hz,2,103.08737168717077,113.08737168717077,9.21627166643205e-08,2.1869993425332377e-06,23.729762117351992,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,NOVZ,10,EHZ,-39.126493,175.610657,161.08060631421108,160.91781140676554,26.84676771903518,46.02303037548888,92.04606075097776,1.0,10.0,1-10Hz,0,92.04606075097776,102.04606075097776,8.056039425102794e-08,2.790570209718783e-06,34.63948054950309,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,NOVZ,10,EHZ,-39.126493,175.610657,161.08060631421108,160.91781140676554,26.84676771903518,46.02303037548888,92.04606075097776,1.0,10.0,1-10Hz,1,97.04606075097776,107.04606075097776,8.056039425102794e-08,2.673631602467719e-06,33.18791606377477,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,NOVZ,10,EHZ,-39.126493,175.610657,161.08060631421108,160.91781140676554,26.84676771903518,46.02303037548888,92.04606075097776,1.0,10.0,1-10Hz,2,102.04606075097776,112.04606075097776,8.056039425102794e-08,2.1294358393232845e-06,26.432788209649473,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,KRVZ,10,HHZ,-39.094442315,175.641203517,163.4810907857875,163.32068865241902,27.246848464297916,46.708883081653575,93.41776616330715,1.0,10.0,1-10Hz,0,93.41776616330715,103.41776616330715,9.997200619863138e-08,1.8221870456960589e-06,18.226972879544,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,KRVZ,10,HHZ,-39.094442315,175.641203517,163.4810907857875,163.32068865241902,27.246848464297916,46.708883081653575,93.41776616330715,1.0,10.0,1-10Hz,1,98.41776616330715,108.41776616330715,9.997200619863138e-08,1.7734600686252535e-06,17.739566665308477,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,KRVZ,10,HHZ,-39.094442315,175.641203517,163.4810907857875,163.32068865241902,27.246848464297916,46.708883081653575,93.41776616330715,1.0,10.0,1-10Hz,2,103.41776616330715,113.41776616330715,9.997200619863138e-08,1.6056116592054677e-06,16.060612568035555,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,NTVZ,10,HHZ,-39.0984817,175.6759733,162.05733677221974,161.89552402427358,27.00955612870329,46.30209622063421,92.60419244126842,1.0,10.0,1-10Hz,0,92.60419244126842,102.60419244126842,8.504150897093522e-08,2.2919797293938698e-06,26.951305981379086,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,NTVZ,10,HHZ,-39.0984817,175.6759733,162.05733677221974,161.89552402427358,27.00955612870329,46.30209622063421,92.60419244126842,1.0,10.0,1-10Hz,1,97.60419244126842,107.60419244126842,8.504150897093522e-08,1.954203075052591e-06,22.9794026317252,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,NTVZ,10,HHZ,-39.0984817,175.6759733,162.05733677221974,161.89552402427358,27.00955612870329,46.30209622063421,92.60419244126842,1.0,10.0,1-10Hz,2,102.60419244126842,112.60419244126842,8.504150897093522e-08,1.1441910300766421e-06,13.454500560046439,True
