combination_name,combination_code,seismic_velocity_mps,seismic_velocity_kmps,best_x_m,best_y_m,best_z_m,best_rms_s,best_source_lag_s,stations_used
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S2I2S1I1S1I1S1I2S1I2,2500.0,2.5,1828040.0,5662352.0,2016.082642,0.7451492435665087,0.9122504229067759,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S2I2S2I1S1I2S2I2S1I1,3000.0,3.0,1828232.0,5661680.0,1707.919678,0.7456344206398569,0.08181691443883761,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S2I1S2I1S1I2S2I1S1I1,3300.0,3.3,1828616.0,5661680.0,1581.337891,0.7458092119649165,-0.6548320494615286,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S2I2S2I1S1I2S1I2S1I2,3300.0,3.3,1828040.0,5662160.0,2012.584229,0.7458736634238987,0.6128372643158692,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I1S2I1S1I2S2I2S2I2,3000.0,3.0,1828328.0,5662064.0,1806.550293,0.7463089184890571,0.21374312225974848,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S2I1S1I1S2I1S2I2S1I1,2500.0,2.5,1828328.0,5662064.0,1806.550293,0.7474309600648551,-0.20186026666576762,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S2I2S2I1S2I1S1I2S1I2,3000.0,3.0,1827848.0,5662448.0,2169.476074,0.7476908780514356,0.17200230823844062,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S2I2S1I2S2I2S2I2S1I1,3300.0,3.3,1828040.0,5661776.0,1817.950928,0.7477780185868527,-0.3898061197848097,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S2I1S1I2S2I2S2I2S2I2,3300.0,3.3,1828232.0,5662160.0,1873.492554,0.7481578316077782,-0.3664780064740592,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I2S2I1S1I1S1I2S2I2,3000.0,3.0,1827848.0,5662160.0,2101.272461,0.7487341844321027,0.35687021866390845,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S2I1S1I2S2I1S2I2S2I2,2500.0,2.5,1828136.0,5662352.0,1970.850952,0.7516155400281054,-0.3023093446041575,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S2I2S2I2S1I1S1I2S2I2,3300.0,3.3,1827752.0,5662064.0,2083.736328,0.7528409981292878,-0.22252358107546008,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_1,S1I2S2I1S2I2S1I2S2I1,3300.0,3.3,1827944.0,5661584.0,1737.253296,0.7535684079041678,-0.03883485572461076,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I1S2I2S2I2S1I2S2I2,3000.0,3.0,1827848.0,5662064.0,2029.3927,0.7540384605107192,-0.1648735907898539,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S1I2S2I1S2I2S1I2S1I1,2500.0,2.5,1827944.0,5661680.0,1773.920288,0.7542019693697924,0.5274753556211793,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_1,S2I1S1I1S1I1S2I2S2I1,2500.0,2.5,1828328.0,5661776.0,1708.478394,0.7554727763767786,-0.1978893064005282,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S2I2S1I2S1I2S2I2S1I1,3000.0,3.0,1828136.0,5661584.0,1680.270508,0.755823520921955,-0.08181611270767206,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_1,S2I2S1I1S1I2S1I2S2I1,2500.0,2.5,1828136.0,5661488.0,1647.28064,0.755971915352023,0.6012084895227199,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_1,S1I1S2I1S2I1S2I2S2I1,3000.0,3.0,1828136.0,5661872.0,1836.069458,0.755997140657089,-0.7314327193960317,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S2I2S1I1S2I2S1I2S1I1,2500.0,2.5,1828040.0,5661776.0,1817.950928,0.7560392472380856,0.6005587910620654,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I1S2I2S2I2S1I2S2I2,3300.0,3.3,1827848.0,5662064.0,2029.3927,0.7561756579224549,-0.28838403226697784,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I1S2I1S2I1S2I2S2I2,3000.0,3.0,1828136.0,5662352.0,1970.850952,0.7570472704327063,-0.30567674334264544,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S1I1S2I1S2I1S1I1S1I1,3000.0,3.0,1828136.0,5662064.0,1926.312866,0.7570951808989062,-0.6760181607877502,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S1I1S2I2S2I2S1I1S1I1,2500.0,2.5,1828040.0,5661680.0,1747.83252,0.7574052936274599,-0.4512107468125922,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S1I2S2I1S1I1S1I2S1I1,3000.0,3.0,1827848.0,5661872.0,1910.128296,0.7575197469649617,0.09414905468970111,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I2S1I2S1I2S1I2S2I2,3300.0,3.3,1827848.0,5661968.0,1976.512817,0.7579238309115803,0.3985008572878751,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_1,S1I1S1I1S2I2S1I1S2I1,3300.0,3.3,1828424.0,5661680.0,1639.828735,0.7580983626425106,-0.42152957818976694,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_1,S2I2S1I2S2I2S2I2S2I1,3000.0,3.0,1828040.0,5661584.0,1704.531738,0.75837480147679,-0.42626517943528963,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_1,S2I2S1I2S1I2S1I1S2I1,3300.0,3.3,1828136.0,5661488.0,1647.28064,0.7584224554367672,-0.4620937504786994,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S1I1S2I2S2I1S1I1S1I1,2500.0,2.5,1827944.0,5661872.0,1879.445679,0.7589607092514454,-0.743938012332565,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_1,S2I1S1I1S1I2S2I1S2I1,3000.0,3.0,1828712.0,5661584.0,1530.365601,0.7593517219699021,-0.533333343881484,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I1S2I2S2I2S1I2S2I2,2500.0,2.5,1827848.0,5662064.0,2029.3927,0.7603535875914956,0.10684938045982015,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_1,S1I1S2I1S1I1S1I1S2I1,2500.0,2.5,1828232.0,5661680.0,1707.919678,0.7605259290541883,-0.3479877778692096,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_1,S2I1S2I1S2I2S2I1S2I1,3000.0,3.0,1828520.0,5661680.0,1602.574463,0.7605981358665787,-0.8627520248497371,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_2,S2I1S1I1S2I2S1I1S1I2,3300.0,3.3,1828520.0,5662352.0,1747.839355,0.7608930935276966,0.09180660454737524,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_1,S2I2S1I2S2I1S1I2S2I1,2500.0,2.5,1827752.0,5661776.0,1918.936157,0.7618145841876491,-0.2494091823249315,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S1I2S1I2S2I1S1I2S1I1,3000.0,3.0,1827752.0,5661872.0,1964.508057,0.7621950859058177,-0.23848873324748326,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S2I1S1I2S2I2S2I2S2I2,3000.0,3.0,1828232.0,5662160.0,1873.492554,0.7623493939169806,-0.24448239884258954,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_2,S1I1S1I1S2I2S1I1S2I2,3000.0,3.0,1828424.0,5662160.0,1740.991333,0.7625600253407876,0.19485924094027637,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_1,S2I2S2I2S1I1S2I2S2I1,3000.0,3.0,1827848.0,5661584.0,1803.133545,0.7635587491554079,-0.7731954272101185,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_2,S2I1S1I1S1I1S1I1S1I2,3300.0,3.3,1828424.0,5662448.0,1810.776733,0.7638323281852071,-0.05740718309331268,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S2I1S1I1S1I2S2I1S1I1,3000.0,3.0,1828712.0,5661776.0,1573.915161,0.7649023351532648,-0.34543274952655345,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I2S1I1S1I1S1I2S2I2,3300.0,3.3,1827944.0,5662256.0,2088.119141,0.7652254994386896,0.42711207552067626,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S2I2S1I1S1I1S1I2S1I1,3300.0,3.3,1828040.0,5661968.0,1927.026855,0.7652996753298303,0.07088885137977811,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I1S1I1S1I1S2I2S2I2,2500.0,2.5,1828328.0,5662256.0,1832.388062,0.7656450741118813,0.387791934887357,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_2,S2I1S2I1S1I1S1I1S2I2,2500.0,2.5,1828328.0,5662256.0,1832.388062,0.76633194871637,0.009543368104287886,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_2,S2I1S2I1S2I2S1I1S2I2,2500.0,2.5,1828328.0,5662160.0,1795.425903,0.7667403071081755,0.1322823830346577,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S2I2S2I1S1I2S1I2S1I2,3000.0,3.0,1828040.0,5662160.0,2012.584229,0.7668207742052847,0.7358630561790109,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S1I1S1I1S2I1S1I2S1I1,2500.0,2.5,1828040.0,5662064.0,1956.737061,0.7669873280980267,0.08992885823485448,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I2S2I1S1I2S1I2S2I2,2500.0,2.5,1827944.0,5661872.0,1879.445679,0.767274237235786,1.0080003516831346,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S1I1S1I2S2I1S1I1S1I1,2500.0,2.5,1828040.0,5661968.0,1927.026855,0.7677908954526477,-0.5615709217031732,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S2I2S2I2S1I1S1I2S2I2,3000.0,3.0,1827656.0,5662064.0,2108.138184,0.7694580381152317,-0.14386936975195147,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_2,S2I1S1I1S1I2S1I1S1I2,3300.0,3.3,1828520.0,5662256.0,1733.170288,0.7696427528761146,0.2597914223282233,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S1I1S1I1S2I2S1I1S1I1,2500.0,2.5,1828424.0,5661776.0,1675.246094,0.7698518828799393,0.14098758609517664,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_2,S1I1S1I1S1I1S1I1S2I2,3300.0,3.3,1828328.0,5662256.0,1832.388062,0.7700002652598751,-0.07705597363114833,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I1S1I1S2I1S2I2S2I2,3000.0,3.0,1828232.0,5662352.0,1933.467285,0.7707796426207485,-0.09138778768017382,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I2S1I2S2I2S1I2S2I2,3000.0,3.0,1827848.0,5662064.0,2029.3927,0.771546470776529,0.3506329564189693,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_1,S1I1S1I2S2I1S1I1S2I1,2500.0,2.5,1828040.0,5661776.0,1817.950928,0.7715593593777166,-0.6961734085744069,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S1I2S1I1S2I2S1I2S1I2,3300.0,3.3,1828040.0,5662256.0,2015.394897,0.7719310466465636,0.7562678652231941,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_1,S2I1S2I2S1I1S2I1S2I1,3300.0,3.3,1828232.0,5661680.0,1707.919678,0.7730899347565032,-1.4575357008251355,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I2S1I2S1I1S1I2S2I2,3000.0,3.0,1827752.0,5662064.0,2083.736328,0.7734308460657476,0.20519379300568924,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_1,S1I2S2I2S2I1S1I2S2I1,2500.0,2.5,1827560.0,5661680.0,1891.784546,0.7736688664485311,-0.3699567984910841,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S1I1S1I1S1I1S2I2S1I1,2500.0,2.5,1828328.0,5661872.0,1752.691528,0.7739922025785527,0.0920882279930911,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S2I1S2I1S2I2S2I1S1I1,3300.0,3.3,1828520.0,5661872.0,1667.41626,0.7743155997279134,-0.8136085338114144,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S1I2S1I1S1I2S1I2S1I2,3000.0,3.0,1828136.0,5662160.0,1946.274292,0.774366735484796,1.0866215340558287,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S1I1S1I1S1I1S1I1S1I1,3000.0,3.0,1828328.0,5661968.0,1780.70813,0.7746235806306939,-0.2648143928892196,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_2/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_1,S2I1S2I2S2I2S2I1S2I1,3300.0,3.3,1828328.0,5661680.0,1673.186646,0.7749205269942667,-1.3442088911957153,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S1I1S1I2S2I2S1I2S1I2,3300.0,3.3,1828040.0,5662256.0,2015.394897,0.7749396284009232,0.09484261346660894,5
ETVZ:seis_pick_1/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S1I1S1I1S1I2S2I2S1I2,3300.0,3.3,1828424.0,5662256.0,1795.46814,0.7756563874127352,0.43075959433799316,5
ETVZ:seis_pick_1/inf_pick_2 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S1I2S1I2S2I1S1I2S2I2,3300.0,3.3,1827656.0,5662256.0,2225.325684,0.7758492267348859,-0.19899039096705168,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S2I2S1I1S1I2S2I2S1I1,3300.0,3.3,1828328.0,5661680.0,1673.186646,0.7768454853308692,0.165138156486422,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_1/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_2/inf_pick_2,S2I1S1I2S1I1S2I2S2I2,2500.0,2.5,1828136.0,5662160.0,1946.274292,0.7774810684074284,-0.10926010844783729,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_1/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_1 | SNVZ:seis_pick_1/inf_pick_1,S2I1S2I1S1I2S2I1S1I1,3000.0,3.0,1828616.0,5661680.0,1581.337891,0.7775104866032412,-0.5345919775272427,5
ETVZ:seis_pick_2/inf_pick_2 | NGZ:seis_pick_2/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_2 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_1,S2I2S2I1S2I2S2I2S1I1,3300.0,3.3,1828136.0,5661776.0,1782.875366,0.7779593076246769,-0.21228601352203177,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_1 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_2/inf_pick_2 | SNVZ:seis_pick_1/inf_pick_2,S2I1S1I1S2I1S2I2S1I2,2500.0,2.5,1828328.0,5662544.0,1871.070679,0.7781058256970063,0.20864135258628344,5
ETVZ:seis_pick_2/inf_pick_1 | NGZ:seis_pick_1/inf_pick_2 | NOVZ:seis_pick_2/inf_pick_1 | OTVZ:seis_pick_1/inf_pick_1 | SNVZ:seis_pick_2/inf_pick_2,S2I1S1I2S2I1S1I1S2I2,3300.0,3.3,1828136.0,5662352.0,1970.850952,0.7781716958232764,-0.7710501672900438,5
